City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,luanda,3,AO,1563902863,83,-8.83,13.24,73.4,5.82
1,dikson,5,RU,1563902930,90,73.51,80.55,34.72,2.95
2,hithadhoo,99,MV,1563902930,76,-0.6,73.08,83.32,7.61
3,codrington,0,AU,1563902819,87,-28.95,153.24,55.99,9.17
4,tiznit,7,MA,1563902930,92,29.7,-9.73,69.1,11.77
5,hilo,20,US,1563902840,77,19.71,-155.08,73.99,6.93
6,berlevag,0,NO,1563902931,64,70.86,29.09,80.6,3.36
7,kodiak,1,US,1563902931,44,39.95,-94.76,78.01,7.05
8,kaeo,30,NZ,1563902931,100,-35.1,173.78,46.0,4.52
9,avarua,4,CK,1563902667,69,-21.21,-159.78,73.4,12.75
10,seoul,90,KR,1563902703,78,37.57,126.98,80.6,10.76
11,mataura,4,NZ,1563902931,98,-46.19,168.86,36.0,4.65
12,abha,0,SA,1563902931,64,18.22,42.5,86.0,9.17
13,yerbogachen,100,RU,1563902683,61,61.28,108.01,61.18,6.78
14,punta arenas,75,CL,1563902932,69,-53.16,-70.91,37.4,11.41
15,konstantinovskoye,20,RU,1563902932,73,45.3,42.64,71.01,11.18
16,chuy,100,UY,1563902932,81,-33.69,-53.46,56.5,14.63
17,paita,0,PE,1563902932,290,-5.09,-81.11,62.6,11.41
18,marshall,40,US,1563902932,51,32.54,-94.37,84.99,10.29
19,naze,98,NG,1563902932,95,5.43,7.07,73.6,5.3
20,butaritari,100,KI,1563902932,70,3.07,172.79,84.94,9.57
21,le port,69,FR,1563902932,39,42.87,1.37,93.0,5.99
22,encruzilhada,98,BR,1563902859,56,-15.53,-40.91,74.68,11.14
23,lompoc,1,US,1563902640,72,34.64,-120.46,82.99,6.76
24,sakhnovshchyna,83,UA,1563902933,74,49.15,35.87,67.3,7.7
25,lazaro cardenas,75,MX,1563902933,39,28.39,-105.62,84.0,11.41
26,kapaa,75,US,1563902933,78,22.08,-159.32,80.6,12.75
27,klaksvik,90,FO,1563902933,100,62.23,-6.59,55.4,12.75
28,albany,75,US,1563902669,60,42.65,-73.75,75.99,5.82
29,yar-sale,78,RU,1563902933,69,66.83,70.83,51.46,11.32
30,palmer,75,AU,1563902933,87,-34.85,139.16,53.6,6.93
31,barrow,0,AR,1563902933,28,-38.31,-60.23,54.16,10.92
32,havre,20,US,1563902934,50,48.55,-109.68,81.0,3.36
33,hasaki,75,JP,1563902934,100,35.73,140.83,73.4,4.7
34,henties bay,0,NA,1563902934,89,-22.12,14.28,57.0,5.01
35,rikitea,97,PF,1563902934,76,-23.12,-134.97,70.0,16.89
36,faanui,97,PF,1563902934,85,-16.48,-151.75,79.18,14.67
37,ushuaia,75,AR,1563902934,74,-54.81,-68.31,33.8,23.04
38,arraial do cabo,0,BR,1563902935,73,-22.97,-42.02,78.8,16.11
39,qaanaaq,60,GL,1563902935,62,77.48,-69.36,43.18,5.59
40,zihuatanejo,90,MX,1563902935,78,17.64,-101.55,82.4,9.17
41,vaini,100,IN,1563902935,93,15.34,74.49,76.48,2.71
42,bluff,0,AU,1563902935,71,-23.58,149.07,57.22,5.46
43,goderich,0,CA,1563902935,54,43.74,-81.71,75.99,8.99
44,new norfolk,20,AU,1563902935,60,-42.78,147.06,43.0,8.05
45,atuona,4,PF,1563902936,77,-9.8,-139.03,79.36,17.18
46,luderitz,52,NA,1563902849,87,-26.65,15.16,59.0,11.41
47,najran,20,SA,1563902936,13,17.54,44.22,95.0,8.05
48,daru,71,PG,1563902936,91,-9.07,143.21,73.6,9.64
49,bambous virieux,75,MU,1563902936,83,-20.34,57.76,71.6,17.22
50,valle de allende,67,MX,1563902936,38,26.94,-105.39,78.64,10.18
51,kavieng,99,PG,1563902936,76,-2.57,150.8,82.42,12.35
52,cape town,40,ZA,1563902771,81,-33.93,18.42,54.0,17.22
53,bethel,90,US,1563902694,87,60.79,-161.76,55.4,3.36
54,tasiilaq,40,GL,1563902915,70,65.61,-37.64,46.4,20.8
55,santa barbara,20,US,1563902700,73,34.42,-119.7,86.0,3.36
56,hermanus,83,ZA,1563902832,72,-34.42,19.24,55.0,13.0
57,lebu,75,ET,1563902871,72,8.96,38.73,62.6,5.82
58,kavaratti,99,IN,1563902937,76,10.57,72.64,82.78,20.56
59,palmeira das missoes,84,BR,1563902937,79,-27.9,-53.31,69.64,9.31
60,mogzon,88,RU,1563902937,92,51.74,111.97,52.54,4.07
61,basco,1,US,1563902937,44,40.33,-91.2,80.01,6.93
62,tecoanapa,90,MX,1563902937,74,16.99,-99.26,82.4,3.36
63,busselton,100,AU,1563902937,65,-33.64,115.35,59.0,9.84
64,chokurdakh,99,RU,1563902937,53,70.62,147.9,51.28,13.42
65,coihaique,40,CL,1563902938,65,-45.58,-72.07,46.4,5.82
66,srandakan,52,ID,1563902938,84,-7.94,110.25,74.14,8.86
67,upernavik,0,GL,1563902938,62,72.79,-56.15,48.4,7.14
68,norman wells,20,CA,1563902938,68,65.28,-126.83,68.0,6.93
69,port alfred,16,ZA,1563902938,81,-33.59,26.89,60.01,14.0
70,duldurga,73,RU,1563902938,96,50.67,113.59,50.92,4.27
71,natal,20,BR,1563902938,58,-5.81,-35.21,84.2,14.99
72,jalu,0,LY,1563902651,30,29.03,21.55,88.0,22.19
73,aksarka,100,RU,1563902939,63,66.56,67.8,53.8,14.79
74,muzaffarabad,61,PK,1563902939,77,34.37,73.47,73.96,4.09
75,hofn,100,IS,1563902939,94,64.25,-15.21,40.84,6.22
76,nurota,0,UZ,1563902939,11,40.56,65.69,96.8,16.11
77,nabire,100,ID,1563902939,99,-3.36,135.5,68.2,2.44
78,saint george,40,GR,1563902849,40,39.45,22.34,88.0,7.27
79,rawson,0,AR,1563902939,44,-43.3,-65.11,48.94,14.09
80,belozerskoye,100,RU,1563902939,92,55.82,65.58,59.02,4.03
81,okhotsk,0,RU,1563902940,79,59.36,143.24,46.06,4.61
82,ponta do sol,81,BR,1563902940,46,-20.63,-46.0,73.6,7.45
83,comodoro rivadavia,20,AR,1563902940,40,-45.87,-67.48,53.6,11.41
84,guerrero negro,17,MX,1563902940,78,27.97,-114.04,69.28,5.99
85,tokur,99,RU,1563902940,96,53.13,132.9,46.6,13.6
86,kikwit,36,CD,1563902940,25,-5.04,18.82,83.14,0.69
87,pimentel,40,BR,1563902940,48,-3.7,-45.5,88.18,6.71
88,constitucion,40,MX,1563902941,49,23.99,-104.67,71.01,8.05
89,esperance,90,AU,1563902941,100,-33.86,121.89,53.6,5.82
90,shirokiy,100,RU,1563902941,69,53.87,39.17,68.0,1.99
91,narsaq,40,GL,1563902941,55,60.91,-46.05,60.8,8.05
92,north bend,75,US,1563902941,82,43.41,-124.22,70.0,9.17
93,ivanovka,34,RU,1563902941,95,55.56,88.79,52.54,2.59
94,meulaboh,84,ID,1563902941,69,4.14,96.13,84.04,4.47
95,vostok,96,RU,1563902942,97,46.45,135.83,66.04,4.16
96,college,1,US,1563902942,68,64.86,-147.8,66.2,3.36
97,athabasca,0,CA,1563902942,50,54.72,-113.29,79.18,5.21
98,caluquembe,0,AO,1563902942,23,-13.78,14.68,63.34,6.02
99,saint-philippe,40,CA,1563902942,50,45.36,-73.48,81.0,12.75
100,saskylakh,84,RU,1563902942,79,71.97,114.09,46.06,2.93
101,sumenep,1,ID,1563902942,93,-7.02,113.87,70.18,5.03
102,chute-aux-outardes,75,CA,1563902943,60,49.12,-68.38,69.8,12.75
103,coquimbo,20,CL,1563902943,62,-29.95,-71.34,53.6,6.93
104,casper,1,US,1563902943,30,42.87,-106.31,84.0,5.82
105,carnarvon,82,ZA,1563902781,68,-30.97,22.13,41.74,37.36
106,aklavik,75,CA,1563902943,77,68.22,-135.01,62.6,4.7
107,qaqortoq,40,GL,1563902943,55,60.72,-46.03,60.8,8.05
108,nanortalik,100,GL,1563902943,94,60.14,-45.24,39.22,5.61
109,yellowknife,20,CA,1563902944,46,62.45,-114.38,75.0,10.29
110,jamestown,98,AU,1563902944,96,-33.21,138.6,50.92,6.58
111,hoquiam,90,US,1563902944,68,46.98,-123.89,66.99,6.93
112,bintulu,75,MY,1563902682,88,3.17,113.03,77.0,4.7
113,cherskiy,100,RU,1563902944,84,68.75,161.3,40.12,12.21
114,san policarpo,66,PH,1563902944,87,12.18,125.51,78.1,6.33
115,la ronge,20,CA,1563902944,64,55.1,-105.3,75.2,5.82
116,pouembout,0,NC,1563902944,71,-21.12,164.9,66.58,16.82
117,byron bay,0,AU,1563902945,100,-28.65,153.62,55.99,2.95
118,port elizabeth,90,US,1563902945,78,39.31,-74.98,75.99,6.93
119,kaitangata,6,NZ,1563902945,86,-46.28,169.85,42.01,4.0
120,husavik,3,CA,1563902945,33,50.56,-96.99,82.0,7.0
121,cayenne,34,GF,1563902945,83,4.94,-52.33,77.0,8.05
122,sao filipe,18,CV,1563902945,83,14.9,-24.5,74.86,20.74
123,clyde river,40,CA,1563902945,55,70.47,-68.59,62.6,6.93
124,caravelas,70,BR,1563902938,72,-17.73,-39.27,76.12,11.99
125,provideniya,100,RU,1563902923,96,64.42,-173.23,44.62,3.31
126,hobart,20,AU,1563902783,60,-42.88,147.33,43.0,8.05
127,gasa,100,BT,1563902946,94,27.91,89.73,43.36,4.21
128,lodi,0,IT,1563902946,49,45.31,9.5,93.99,5.82
129,fortuna,0,ES,1563902946,45,38.18,-1.13,93.0,12.75
130,uyuni,96,BO,1563902946,46,-20.46,-66.82,44.08,18.1
131,junin,0,PE,1563902946,26,-16.45,-71.58,60.8,8.05
132,udachnyy,70,RU,1563902947,40,66.42,112.4,68.0,2.24
133,paysandu,100,UY,1563902783,75,-32.32,-58.08,54.0,7.0
134,san jose,1,HN,1563902947,43,14.25,-87.96,89.6,13.87
135,souillac,0,FR,1563902947,21,45.6,-0.6,104.0,8.05
136,bonavista,100,CA,1563902947,79,48.65,-53.11,54.0,1.01
137,opuwo,0,NA,1563902947,32,-18.06,13.84,61.0,5.66
138,monte azul,99,BR,1563902947,35,-15.15,-42.87,81.52,9.86
139,yagoua,69,CM,1563902947,78,10.34,15.23,77.92,6.51
140,fairbanks,1,US,1563902833,68,64.84,-147.72,69.01,3.36
141,bilibino,100,RU,1563902947,92,68.06,166.44,31.84,4.21
142,castro,40,CL,1563902948,66,-42.48,-73.76,48.2,2.24
143,kinsale,75,IE,1563902948,88,51.71,-8.52,64.99,12.75
144,adrar,0,DZ,1563902948,10,27.87,-0.29,111.2,11.41
145,chernoyerkovskaya,20,RU,1563902948,78,45.43,37.76,82.0,6.71
146,altamira,75,BR,1563902948,52,-3.2,-52.21,89.6,3.36
147,sept-iles,40,CA,1563902810,68,50.2,-66.38,69.01,12.75
148,novyy nekouz,98,RU,1563902948,83,57.91,38.06,62.08,2.68
149,tazovskiy,2,RU,1563902948,69,67.47,78.7,50.56,16.55
150,grand gaube,75,MU,1563902949,83,-20.01,57.66,71.6,17.22
151,rameswaram,100,IN,1563902949,67,9.28,79.3,84.76,9.62
152,gimli,0,CA,1563902949,33,50.63,-96.99,82.0,8.16
153,puerto ayora,75,EC,1563902803,69,-0.74,-90.35,75.2,16.11
154,leninsk,0,RU,1563902949,53,48.69,45.2,82.0,8.95
155,cabo san lucas,40,MX,1563902821,69,22.89,-109.91,91.99,12.75
156,tuktoyaktuk,75,CA,1563902949,81,69.44,-133.03,51.8,12.75
157,lagoa,20,PT,1563902949,78,37.14,-8.45,80.01,10.29
158,nesoddtangen,20,NO,1563902950,57,59.86,10.66,80.01,8.05
159,tiksi,100,RU,1563902950,74,71.64,128.87,39.76,10.38
160,kruisfontein,58,ZA,1563902950,70,-34.0,24.73,52.72,9.4
161,vila velha,20,BR,1563902950,55,-3.71,-38.6,86.0,19.46
162,muros,20,ES,1563902950,65,42.77,-9.06,81.0,6.93
163,verkhnevilyuysk,0,RU,1563902950,58,63.45,120.31,55.78,2.84
164,omboue,21,GA,1563902950,85,-1.57,9.26,74.14,17.67
165,sola,23,TZ,1563902951,32,-3.17,33.8,70.54,3.06
166,nara,1,JP,1563902942,94,34.68,135.8,82.99,2.24
167,manjeshwar,75,IN,1563902951,94,12.72,74.89,73.4,4.7
168,maues,50,BR,1563902951,42,-3.38,-57.72,91.96,3.8
169,fort nelson,40,CA,1563902951,77,58.81,-122.69,68.0,6.93
170,mezen,45,RU,1563902951,86,65.85,44.24,57.76,10.89
171,green river,1,US,1563902951,27,41.53,-109.47,79.0,8.05
172,acapulco,90,MX,1563902952,74,16.86,-99.88,82.4,3.36
173,touros,20,BR,1563902952,54,-5.2,-35.46,84.2,13.87
174,vila franca do campo,75,PT,1563902952,88,37.72,-25.43,75.2,13.87
175,altamura,0,IT,1563902952,58,40.83,16.55,89.01,9.17
176,bredasdorp,34,ZA,1563902952,76,-34.53,20.04,55.0,11.41
177,belaya gora,100,RU,1563902952,44,68.54,146.19,51.82,12.95
178,saint-augustin,75,CA,1563902952,54,45.63,-73.98,81.0,12.75
179,pisco,40,PE,1563902953,30,-13.71,-76.2,71.6,11.41
180,lusambo,0,CD,1563902953,26,-4.97,23.44,74.68,2.1
181,tateyama,48,JP,1563902953,90,36.66,137.31,75.99,1.99
182,llanes,64,ES,1563902953,96,43.42,-4.75,75.0,1.01
183,muisne,90,EC,1563902930,78,0.61,-80.02,80.6,6.93
184,nikolskoye,20,RU,1563902953,40,59.7,30.79,73.4,4.47
185,elizabeth city,20,US,1563902850,59,36.3,-76.22,89.6,10.29
186,beloha,0,MG,1563902953,68,-25.17,45.06,61.72,11.59
187,margate,20,AU,1563902954,60,-43.03,147.26,43.0,8.05
188,airai,0,TL,1563902954,66,-8.93,125.41,64.96,4.85
189,sao joao da barra,40,BR,1563902954,61,-21.64,-41.05,78.8,20.8
190,beringovskiy,76,RU,1563902837,58,63.05,179.32,49.66,2.04
191,eureka,90,US,1563902935,82,40.8,-124.16,66.99,6.93
192,chachapoyas,88,PE,1563902954,47,-6.23,-77.87,66.04,1.79
193,ewa beach,75,US,1563902889,65,21.32,-158.01,81.0,10.29
194,mahebourg,75,MU,1563902952,83,-20.41,57.7,71.6,17.22
195,turka,96,RU,1563902954,87,52.95,108.22,48.4,3.27
196,atambua,0,ID,1563902954,70,-9.11,124.89,74.5,13.29
197,east london,0,ZA,1563902955,13,-33.02,27.91,80.6,13.87
198,chazuta,40,PE,1563902955,290,-6.57,-76.13,62.6,4.7
199,pevek,100,RU,1563902955,96,69.7,170.27,30.22,12.68
200,thompson,40,CA,1563902951,51,55.74,-97.86,82.4,4.7
201,severo-kurilsk,99,RU,1563902955,91,50.68,156.12,45.88,2.3
202,mount gambier,75,AU,1563902955,86,-37.83,140.78,41.0,9.17
203,geraldton,40,CA,1563902955,53,49.72,-86.95,71.6,10.29
204,arauca,75,VE,1563902955,94,7.08,-70.76,78.8,3.36
205,lata,38,IN,1563902956,93,30.78,78.62,43.0,0.76
206,puerto maldonado,57,PE,1563902956,42,-12.59,-69.19,90.52,3.06
207,moussoro,26,TD,1563902956,41,13.64,16.49,92.14,7.85
208,okha,100,RU,1563902956,93,53.59,142.95,49.66,24.32
209,victoria,75,BN,1563902662,94,5.28,115.24,77.0,2.24
210,kalmunai,99,LK,1563902956,78,7.42,81.82,77.38,1.39
211,segezha,100,RU,1563902956,91,63.74,34.31,51.1,2.86
212,liuzhou,49,CN,1563902957,92,24.32,109.41,74.86,1.1
213,pontes e lacerda,0,BR,1563902957,20,-15.23,-59.33,98.44,4.12
214,khatanga,83,RU,1563902957,64,71.98,102.47,46.24,8.75
215,praia,0,BR,1563902957,38,-20.25,-43.81,77.0,5.82
216,namibe,90,AO,1563902957,77,-15.19,12.15,66.2,17.22
217,queimadas,75,BR,1563902957,88,-7.36,-35.9,69.8,14.99
218,coihueco,0,CL,1563902957,57,-36.63,-71.83,55.0,10.29
219,sao jose da coroa grande,73,BR,1563902958,80,-8.9,-35.15,77.56,8.97
220,georgetown,40,GY,1563902958,74,6.8,-58.16,86.0,6.93
221,dwarka,40,IN,1563902958,66,28.58,77.04,91.4,4.7
222,satipo,76,PE,1563902958,70,-11.26,-74.64,49.12,7.34
223,port blair,93,IN,1563902795,80,11.67,92.75,84.22,22.68
224,klyuchevskiy,12,RU,1563902958,96,53.53,119.45,46.78,3.11
225,longyearbyen,75,NO,1563902958,70,78.22,15.63,48.2,2.24
226,port lincoln,7,AU,1563902958,76,-34.72,135.86,57.94,16.13
227,ribeira grande,75,PT,1563902959,88,38.52,-28.7,75.2,14.99
228,saldanha,56,PT,1563902959,36,41.42,-6.55,84.76,14.43
229,san cristobal,100,HN,1563902959,33,14.68,-86.92,87.28,7.65
230,itarema,55,BR,1563902959,58,-2.92,-39.92,85.12,13.13
231,whitehorse,75,CA,1563902959,82,60.72,-135.06,64.0,11.41
232,saint-chamond,0,FR,1563902960,23,45.47,4.51,98.6,8.05
233,emba,20,CY,1563902960,83,34.81,32.42,82.99,11.41
234,itoman,75,JP,1563902960,78,26.12,127.67,82.4,3.36
235,shunyi,0,CN,1563902960,83,40.13,116.65,87.01,4.47
236,leh,9,IN,1563902960,30,34.16,77.58,52.18,2.04
237,mersing,94,MY,1563902960,92,2.43,103.84,74.86,1.72
238,gweta,0,BW,1563902960,25,-20.21,25.26,64.96,7.11
239,havoysund,0,NO,1563902960,82,71.0,24.66,68.0,10.29
240,denpasar,45,ID,1563902716,87,-8.65,115.22,68.02,4.32
241,soyo,20,AO,1563902961,73,-6.13,12.37,75.2,8.05
242,vredendal,60,ZA,1563902961,74,-31.68,18.49,55.78,26.73
243,salalah,90,OM,1563902961,94,17.01,54.1,78.8,4.7
244,agua branca,29,BR,1563902961,35,-5.89,-42.63,91.06,6.38
245,mogadishu,24,SO,1563902906,80,2.04,45.34,75.76,17.9
246,inuvik,75,CA,1563902961,77,68.36,-133.71,62.6,11.41
247,gagret,23,IN,1563902961,59,31.66,76.06,90.16,5.44
248,winder,75,US,1563902744,83,33.99,-83.72,80.01,5.82
249,berea,75,US,1563902962,60,37.57,-84.3,81.0,9.17
250,namatanai,97,PG,1563902962,83,-3.66,152.44,78.82,18.16
251,pinega,96,RU,1563902962,91,64.7,43.39,60.82,4.81
252,honningsvag,0,NO,1563902962,82,70.98,25.97,68.0,10.29
253,poum,20,MK,1563902962,36,41.28,20.71,78.8,5.82
254,sidi bin nur,0,TN,1563902962,38,35.53,10.92,87.8,10.29
255,clyde,0,NZ,1563902962,98,-45.19,169.32,28.99,4.56
256,anadyr,40,RU,1563902963,93,64.73,177.51,44.6,8.28
257,vuktyl,68,RU,1563902963,74,63.86,57.31,61.72,5.1
258,kirakira,72,SB,1563902963,79,-10.46,161.92,76.66,14.88
259,trairi,48,BR,1563902963,56,-3.28,-39.27,84.04,9.1
260,nalut,0,LY,1563902963,20,31.86,10.98,87.28,14.81
261,kristianstad,8,SE,1563902676,69,56.03,14.16,75.99,6.93
262,arlit,45,NE,1563902963,33,18.74,7.39,93.94,14.07
263,voronovytsya,83,UA,1563902964,46,49.11,28.68,71.6,6.71
264,kedrovyy,40,RU,1563902964,100,56.17,91.82,53.6,3.02
265,chai nat,100,TH,1563902964,63,15.18,100.13,83.5,6.06
266,lannion,0,FR,1563902686,57,48.73,-3.46,87.8,8.05
267,torbay,90,CA,1563902902,77,47.66,-52.73,71.01,11.41
268,makinsk,93,KZ,1563902964,92,52.63,70.42,59.38,6.85
269,mlonggo,56,ID,1563902964,75,-6.53,110.7,78.82,11.36
270,diego de almagro,46,CL,1563902964,54,-26.39,-70.05,54.16,9.57
271,alofi,7,NU,1563902964,68,-19.06,-169.92,69.8,4.7
272,pearl,90,US,1563902965,78,32.27,-90.13,77.0,5.82
273,olavarria,73,AR,1563902965,38,-36.89,-60.32,52.0,5.75
274,bathurst,21,AU,1563902965,88,-33.42,149.58,44.01,1.99
275,talnakh,0,RU,1563902965,87,69.49,88.39,57.2,20.13
276,west wendover,1,US,1563902965,21,40.74,-114.07,89.6,13.87
277,dali,0,CN,1563902965,50,34.79,109.94,81.52,1.34
278,topeka,1,US,1563902791,44,39.05,-95.68,80.01,10.29
279,edgewater,75,US,1563902965,66,28.99,-80.9,93.0,5.82
